GAME_DATE_EST,GAME_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,TEAM_ID_home,PTS_home,FG_PCT_home,FT_PCT_home,FG3_PCT_home,AST_home,REB_home,TEAM_ID_away,PTS_away,FG_PCT_away,FT_PCT_away,FG3_PCT_away,AST_away,REB_away,HOME_TEAM_WINS
02/06/2022,42100401,Final,1610612744,1610612738,2021,1610612744,108,0.443,0.733,0.422,24,39,1610612738,120,0.506,0.813,0.512,33,39,0
29/05/2022,42100307,Final,1610612748,1610612738,2021,1610612748,96,0.42,0.667,0.2,16,44,1610612738,100,0.412,0.792,0.344,22,51,0
27/05/2022,42100306,Final,1610612738,1610612748,2021,1610612738,103,0.444,0.903,0.333,22,34,1610612748,111,0.462,0.96,0.429,25,37,0
26/05/2022,42100315,Final,1610612744,1610612742,2021,1610612744,120,0.511,1,0.389,36,51,1610612742,110,0.451,0.76,0.405,22,34,1
25/05/2022,42100305,Final,1610612748,1610612738,2021,1610612748,80,0.319,0.929,0.156,14,49,1610612738,93,0.465,0.739,0.303,24,46,0
24/05/2022,42100314,Final,1610612742,1610612744,2021,1610612742,119,0.5,0.773,0.465,30,45,1610612744,109,0.488,0.654,0.357,26,42,1
23/05/2022,42100304,Final,1610612738,1610612748,2021,1610612738,102,0.397,0.842,0.235,21,60,1610612748,82,0.333,0.571,0.389,22,39,1
22/05/2022,42100313,Final,1610612742,1610612744,2021,1610612742,100,0.4,0.794,0.289,18,33,1610612744,109,0.469,0.88,0.344,28,47,0
21/05/2022,42100303,Final,1610612738,1610612748,2021,1610612738,103,0.486,0.767,0.375,21,44,1610612748,109,0.467,0.857,0.333,22,34,0
20/05/2022,42100312,Final,1610612744,1610612742,2021,1610612744,126,0.561,0.8,0.5,33,43,1610612742,117,0.474,0.759,0.467,22,30,1
19/05/2022,42100302,Final,1610612748,1610612738,2021,1610612748,102,0.442,0.727,0.294,21,42,1610612738,127,0.512,0.913,0.5,28,41,0
18/05/2022,42100311,Final,1610612744,1610612742,2021,1610612744,112,0.561,0.625,0.345,24,51,1610612742,87,0.36,0.667,0.229,14,35,1
17/05/2022,42100301,Final,1610612748,1610612738,2021,1610612748,118,0.488,0.882,0.333,18,39,1610612738,107,0.456,0.75,0.324,22,38,1
15/05/2022,42100217,Final,1610612738,1610612749,2021,1610612738,109,0.42,0.722,0.4,29,48,1610612749,81,0.367,0.688,0.121,20,56,1
15/05/2022,42100227,Final,1610612756,1610612742,2021,1610612756,90,0.379,0.667,0.353,22,39,1610612742,123,0.568,1,0.487,14,43,0
13/05/2022,42100216,Final,1610612749,1610612738,2021,1610612749,95,0.409,0.889,0.241,15,49,1610612738,108,0.437,0.652,0.395,22,42,0
13/05/2022,42100236,Final,1610612744,1610612763,2021,1610612744,110,0.394,0.727,0.377,24,70,1610612763,96,0.354,0.65,0.417,21,44,1
12/05/2022,42100206,Final,1610612755,1610612748,2021,1610612755,90,0.414,0.857,0.324,21,35,1610612748,99,0.483,0.727,0.25,19,49,0
12/05/2022,42100226,Final,1610612742,1610612756,2021,1610612742,113,0.455,0.75,0.41,18,39,1610612756,86,0.397,0.857,0.333,18,45,1
11/05/2022,42100215,Final,1610612738,1610612749,2021,1610612738,107,0.512,0.867,0.323,25,36,1610612749,110,0.435,0.81,0.448,22,49,0
11/05/2022,42100235,Final,1610612763,1610612744,2021,1610612763,134,0.475,0.733,0.439,37,55,1610612744,95,0.45,0.692,0.359,22,37,1
10/05/2022,42100205,Final,1610612748,1610612755,2021,1610612748,120,0.536,0.739,0.394,26,46,1610612755,85,0.365,0.933,0.281,14,36,1
10/05/2022,42100225,Final,1610612756,1610612742,2021,1610612756,110,0.494,0.75,0.375,28,50,1610612742,80,0.38,0.667,0.25,9,38,1
09/05/2022,42100214,Final,1610612749,1610612738,2021,1610612749,108,0.415,0.778,0.333,18,48,1610612738,116,0.5,0.9,0.378,25,38,0
09/05/2022,42100234,Final,1610612744,1610612763,2021,1610612744,101,0.4,0.909,0.243,25,54,1610612763,98,0.417,0.6,0.257,25,48,1
08/05/2022,42100224,Final,1610612742,1610612756,2021,1610612742,111,0.447,0.789,0.455,22,37,1610612756,101,0.464,0.778,0.36,27,44,1
08/05/2022,42100204,Final,1610612755,1610612748,2021,1610612755,116,0.544,0.765,0.485,25,32,1610612748,108,0.463,0.893,0.2,24,33,1
07/05/2022,42100213,Final,1610612749,1610612738,2021,1610612749,103,0.404,0.824,0.265,20,53,1610612738,101,0.368,0.824,0.273,23,47,1
07/05/2022,42100233,Final,1610612744,1610612763,2021,1610612744,142,0.624,0.905,0.531,34,38,1610612763,112,0.435,0.762,0.372,21,30,1
06/05/2022,42100203,Final,1610612755,1610612748,2021,1610612755,99,0.478,0.864,0.485,22,43,1610612748,79,0.351,0.75,0.233,14,36,1
06/05/2022,42100223,Final,1610612742,1610612756,2021,1610612742,103,0.444,0.769,0.333,25,36,1610612756,94,0.447,0.867,0.464,23,45,1
04/05/2022,42100202,Final,1610612748,1610612755,2021,1610612748,119,0.513,0.806,0.483,25,44,1610612755,103,0.452,0.864,0.267,17,34,1
04/05/2022,42100222,Final,1610612756,1610612742,2021,1610612756,129,0.645,0.857,0.52,28,34,1610612742,109,0.456,0.833,0.415,19,25,1
03/05/2022,42100212,Final,1610612738,1610612749,2021,1610612738,109,0.475,0.867,0.465,28,40,1610612749,86,0.466,0.652,0.167,16,37,1
03/05/2022,42100232,Final,1610612763,1610612744,2021,1610612763,106,0.396,0.952,0.311,17,49,1610612744,101,0.421,0.778,0.184,27,52,1
02/05/2022,42100201,Final,1610612748,1610612755,2021,1610612748,106,0.435,0.944,0.25,21,47,1610612755,92,0.43,0.9,0.176,18,37,1
02/05/2022,42100221,Final,1610612756,1610612742,2021,1610612756,121,0.505,1,0.393,27,51,1610612742,114,0.471,0.72,0.41,16,36,1
01/05/2022,42100211,Final,1610612738,1610612749,2021,1610612738,89,0.333,0.75,0.36,21,48,1610612749,101,0.411,0.714,0.353,22,54,0
01/05/2022,42100231,Final,1610612763,1610612744,2021,1610612763,116,0.432,0.75,0.4,26,46,1610612744,117,0.484,0.65,0.368,31,52,0
29/04/2022,42100156,Final,1610612750,1610612763,2021,1610612750,106,0.452,0.692,0.387,22,37,1610612763,114,0.465,0.792,0.469,24,55,0
28/04/2022,42100136,Final,1610612761,1610612755,2021,1610612761,97,0.393,0.8,0.2,15,37,1610612755,132,0.58,0.957,0.4,32,47,0
28/04/2022,42100146,Final,1610612740,1610612756,2021,1610612740,109,0.506,0.895,0.333,25,36,1610612756,115,0.6,0.944,0.4,23,32,0
28/04/2022,42100176,Final,1610612762,1610612742,2021,1610612762,96,0.429,0.75,0.257,20,48,1610612742,98,0.45,0.818,0.395,22,37,0
27/04/2022,42100125,Final,1610612749,1610612741,2021,1610612749,116,0.494,0.8,0.389,23,51,1610612741,100,0.424,0.636,0.288,24,37,1
27/04/2022,42100165,Final,1610612744,1610612743,2021,1610612744,102,0.451,0.714,0.419,28,37,1610612743,98,0.444,0.69,0.207,26,50,1
26/04/2022,42100105,Final,1610612748,1610612737,2021,1610612748,97,0.451,0.762,0.226,19,33,1610612737,94,0.419,0.857,0.32,15,42,1
26/04/2022,42100155,Final,1610612763,1610612750,2021,1610612763,111,0.415,0.667,0.25,24,53,1610612750,109,0.446,0.875,0.424,23,42,1
26/04/2022,42100145,Final,1610612756,1610612740,2021,1610612756,112,0.5,0.8,0.37,28,40,1610612740,97,0.4,0.8,0.2,14,47,1
25/04/2022,42100114,Final,1610612751,1610612738,2021,1610612751,112,0.506,0.586,0.371,28,38,1610612738,116,0.472,0.818,0.4,26,45,0
25/04/2022,42100135,Final,1610612755,1610612761,2021,1610612755,88,0.383,0.8,0.27,21,37,1610612761,103,0.512,0.846,0.258,24,40,0
25/04/2022,42100175,Final,1610612742,1610612762,2021,1610612742,102,0.435,0.762,0.279,16,49,1610612762,77,0.377,0.762,0.1,12,40,1
24/04/2022,42100124,Final,1610612741,1610612749,2021,1610612741,95,0.389,0.941,0.25,27,44,1610612749,119,0.523,0.667,0.515,21,51,0
24/04/2022,42100164,Final,1610612743,1610612744,2021,1610612743,126,0.562,0.806,0.484,28,33,1610612744,121,0.5,0.719,0.353,26,36,1
24/04/2022,42100104,Final,1610612737,1610612748,2021,1610612737,86,0.4,0.55,0.357,18,41,1610612748,110,0.435,0.81,0.31,22,48,0
24/04/2022,42100144,Final,1610612740,1610612756,2021,1610612740,118,0.471,0.762,0.25,20,48,1610612756,103,0.506,0.667,0.259,33,39,1
23/04/2022,42100134,Final,1610612761,1610612755,2021,1610612761,110,0.42,0.8,0.235,19,46,1610612755,102,0.425,0.84,0.419,24,41,1
23/04/2022,42100174,Final,1610612762,1610612742,2021,1610612762,100,0.405,0.619,0.286,17,46,1610612742,99,0.429,0.783,0.341,15,43,1
23/04/2022,42100113,Final,1610612751,1610612738,2021,1610612751,103,0.506,0.813,0.414,25,33,1610612738,109,0.5,0.929,0.308,26,34,0
23/04/2022,42100154,Final,1610612750,1610612763,2021,1610612750,119,0.473,0.775,0.5,23,34,1610612763,118,0.488,0.76,0.469,31,39,1
22/04/2022,42100103,Final,1610612737,1610612748,2021,1610612737,111,0.513,0.81,0.375,23,36,1610612748,110,0.441,0.824,0.311,30,45,1
22/04/2022,42100123,Final,1610612741,1610612749,2021,1610612741,81,0.393,0.6,0.265,22,43,1610612749,111,0.473,0.714,0.366,27,55,0
22/04/2022,42100143,Final,1610612740,1610612756,2021,1610612740,111,0.481,0.774,0.344,17,45,1610612756,114,0.506,0.815,0.154,26,35,0
21/04/2022,42100153,Final,1610612750,1610612763,2021,1610612750,95,0.388,0.739,0.343,21,41,1610612763,104,0.422,0.645,0.378,22,48,0
21/04/2022,42100173,Final,1610612762,1610612742,2021,1610612762,118,0.565,0.939,0.321,20,32,1610612742,126,0.494,0.839,0.429,24,32,0
21/04/2022,42100163,Final,1610612743,1610612744,2021,1610612743,113,0.5,0.815,0.423,25,44,1610612744,118,0.554,0.643,0.45,29,30,0
20/04/2022,42100112,Final,1610612738,1610612751,2021,1610612738,114,0.52,0.806,0.355,27,36,1610612751,107,0.461,0.794,0.476,16,36,1
20/04/2022,42100133,Final,1610612761,1610612755,2021,1610612761,101,0.442,0.667,0.371,23,32,1610612755,104,0.514,0.75,0.419,18,46,0
20/04/2022,42100122,Final,1610612749,1610612741,2021,1610612749,110,0.463,0.645,0.389,27,44,1610612741,114,0.494,0.933,0.48,25,43,0
19/04/2022,42100102,Final,1610612748,1610612737,2021,1610612748,115,0.481,0.862,0.389,21,34,1610612737,105,0.471,0.786,0.3,21,40,1
19/04/2022,42100152,Final,1610612763,1610612750,2021,1610612763,124,0.478,0.781,0.324,29,48,1610612750,96,0.395,0.893,0.289,16,40,1
19/04/2022,42100142,Final,1610612756,1610612740,2021,1610612756,114,0.5,0.833,0.371,26,33,1610612740,125,0.548,0.8,0.567,32,43,0
18/04/2022,42100132,Final,1610612755,1610612761,2021,1610612755,112,0.522,0.867,0.467,20,41,1610612761,97,0.427,0.833,0.344,16,35,1
18/04/2022,42100172,Final,1610612742,1610612762,2021,1610612742,110,0.47,0.769,0.468,22,31,1610612762,104,0.463,0.85,0.379,19,50,1
18/04/2022,42100162,Final,1610612744,1610612743,2021,1610612744,126,0.548,0.708,0.425,27,35,1610612743,106,0.425,0.905,0.361,20,47,1
17/04/2022,42100101,Final,1610612748,1610612737,2021,1610612748,115,0.524,0.611,0.474,35,40,1610612737,91,0.387,0.852,0.278,16,38,1
17/04/2022,42100111,Final,1610612738,1610612751,2021,1610612738,115,0.472,0.792,0.364,24,43,1610612751,114,0.538,0.792,0.458,20,29,1
17/04/2022,42100121,Final,1610612749,1610612741,2021,1610612749,93,0.405,0.652,0.263,19,58,1610612741,86,0.323,0.895,0.189,17,53,1
17/04/2022,42100141,Final,1610612756,1610612740,2021,1610612756,110,0.538,0.762,0.357,25,35,1610612740,99,0.379,0.692,0.391,20,55,1
16/04/2022,42100171,Final,1610612742,1610612762,2021,1610612742,93,0.382,0.765,0.281,17,34,1610612762,99,0.434,0.87,0.318,15,53,0
16/04/2022,42100151,Final,1610612763,1610612750,2021,1610612763,117,0.453,0.744,0.259,25,35,1610612750,130,0.5,0.889,0.39,32,46,0
16/04/2022,42100131,Final,1610612755,1610612761,2021,1610612755,131,0.512,0.853,0.5,29,39,1610612761,111,0.488,0.826,0.4,27,35,1
16/04/2022,42100161,Final,1610612744,1610612743,2021,1610612744,123,0.524,0.724,0.457,33,41,1610612743,107,0.462,0.769,0.314,26,35,1
15/04/2022,52100201,Final,1610612739,1610612737,2021,1610612739,101,0.457,0.824,0.361,23,36,1610612737,107,0.488,0.909,0.29,15,42,0
15/04/2022,52100211,Final,1610612746,1610612740,2021,1610612746,101,0.412,0.647,0.25,20,45,1610612740,105,0.489,0.52,0.273,20,54,0
13/04/2022,52100111,Final,1610612737,1610612766,2021,1610612737,132,0.521,0.72,0.5,31,54,1610612766,103,0.378,0.759,0.317,22,41,1
13/04/2022,52100131,Final,1610612740,1610612759,2021,1610612740,113,0.543,0.739,0.4,25,53,1610612759,103,0.407,0.727,0.382,19,34,1
12/04/2022,52100101,Final,1610612751,1610612739,2021,1610612751,115,0.536,0.667,0.321,33,43,1610612739,108,0.446,0.85,0.346,26,40,1
12/04/2022,52100121,Final,1610612750,1610612746,2021,1610612750,109,0.434,0.622,0.4,19,49,1610612746,104,0.436,0.741,0.457,19,39,1
10/04/2022,22101216,Final,1610612751,1610612754,2021,1610612751,134,0.642,0.88,0.364,30,50,1610612754,126,0.452,0.684,0.413,32,30,1
10/04/2022,22101217,Final,1610612766,1610612764,2021,1610612766,124,0.539,0.714,0.545,34,48,1610612764,108,0.447,0.615,0.348,25,43,1
10/04/2022,22101218,Final,1610612739,1610612749,2021,1610612739,133,0.543,0.706,0.5,39,48,1610612749,115,0.443,0.781,0.4,27,41,1
10/04/2022,22101221,Final,1610612745,1610612737,2021,1610612745,114,0.461,0.75,0.37,24,34,1610612737,130,0.517,0.792,0.553,29,50,0
10/04/2022,22101223,Final,1610612763,1610612738,2021,1610612763,110,0.382,0.63,0.319,27,45,1610612738,139,0.545,1,0.375,34,56,0
10/04/2022,22101226,Final,1610612752,1610612761,2021,1610612752,105,0.46,0.833,0.349,32,48,1610612761,94,0.391,0.909,0.286,27,43,1
10/04/2022,22101227,Final,1610612753,1610612748,2021,1610612753,125,0.495,0.857,0.397,33,48,1610612748,111,0.426,0.75,0.38,20,47,1
10/04/2022,22101228,Final,1610612755,1610612765,2021,1610612755,118,0.523,0.913,0.2,25,42,1610612765,106,0.458,0.655,0.324,26,42,1
10/04/2022,22101224,Final,1610612750,1610612741,2021,1610612750,120,0.505,0.773,0.355,30,32,1610612741,124,0.53,0.788,0.476,22,48,0
10/04/2022,22101219,Final,1610612742,1610612759,2021,1610612742,130,0.541,0.783,0.556,34,43,1610612759,120,0.483,1,0.355,26,35,1
10/04/2022,22101220,Final,1610612743,1610612747,2021,1610612743,141,0.49,0.778,0.319,33,45,1610612747,146,0.468,0.894,0.372,26,50,0
10/04/2022,22101222,Final,1610612746,1610612760,2021,1610612746,138,0.557,0.857,0.514,34,57,1610612760,88,0.378,0.556,0.265,17,40,1
10/04/2022,22101225,Final,1610612740,1610612744,2021,1610612740,107,0.424,0.75,0.35,24,42,1610612744,128,0.605,0.846,0.576,33,41,0
10/04/2022,22101229,Final,1610612756,1610612758,2021,1610612756,109,0.408,0.733,0.298,27,50,1610612758,116,0.526,0.733,0.538,26,40,0
10/04/2022,22101230,Final,1610612757,1610612762,2021,1610612757,80,0.373,0.75,0.265,21,32,1610612762,111,0.451,0.737,0.25,23,60,0
09/04/2022,22101214,Final,1610612755,1610612754,2021,1610612755,133,0.556,0.778,0.353,37,42,1610612754,120,0.526,0.778,0.435,28,31,1
09/04/2022,22101213,Final,1610612763,1610612740,2021,1610612763,141,0.589,0.739,0.514,41,48,1610612740,114,0.451,0.743,0.2,23,29,1
09/04/2022,22101215,Final,1610612759,1610612744,2021,1610612759,94,0.4,0.741,0.323,19,41,1610612744,100,0.407,0.788,0.25,23,51,0
09/04/2022,22101212,Final,1610612746,1610612758,2021,1610612746,117,0.488,0.8,0.488,29,48,1610612758,98,0.442,0.625,0.25,24,42,1
08/04/2022,22101203,Final,1610612765,1610612749,2021,1610612765,101,0.389,0.913,0.208,27,43,1610612749,131,0.495,0.87,0.297,29,51,0
08/04/2022,22101204,Final,1610612764,1610612752,2021,1610612764,92,0.507,0.765,0.321,21,37,1610612752,114,0.466,0.8,0.41,27,42,0
08/04/2022,22101205,Final,1610612751,1610612739,2021,1610612751,118,0.467,0.952,0.375,30,45,1610612739,107,0.488,0.792,0.296,19,31,1
08/04/2022,22101206,Final,1610612761,1610612745,2021,1610612761,117,0.458,0.957,0.241,20,41,1610612745,115,0.531,0.792,0.345,24,41,1
08/04/2022,22101207,Final,1610612748,1610612737,2021,1610612748,113,0.556,0.786,0.423,20,33,1610612737,109,0.477,0.895,0.235,17,43,1
08/04/2022,22101208,Final,1610612741,1610612766,2021,1610612741,117,0.537,0.8,0.542,25,31,1610612766,133,0.605,1,0.475,34,38,0
08/04/2022,22101209,Final,1610612742,1610612757,2021,1610612742,128,0.532,0.774,0.444,25,51,1610612757,78,0.373,0.75,0.219,20,29,1
08/04/2022,22101210,Final,1610612762,1610612756,2021,1610612762,105,0.398,0.727,0.289,20,44,1610612756,111,0.5,0.867,0.316,27,46,0
08/04/2022,22101211,Final,1610612747,1610612760,2021,1610612747,120,0.5,0.744,0.29,23,45,1610612760,101,0.455,0.789,0.207,21,44,1
07/04/2022,22101196,Final,1610612766,1610612753,2021,1610612766,128,0.522,0.741,0.353,29,56,1610612753,101,0.4,0.769,0.313,27,43,1
07/04/2022,22101197,Final,1610612761,1610612755,2021,1610612761,119,0.495,0.778,0.455,22,41,1610612755,114,0.493,0.84,0.528,26,37,1
07/04/2022,22101198,Final,1610612749,1610612738,2021,1610612749,127,0.505,0.714,0.368,27,48,1610612738,121,0.494,0.737,0.42,30,44,1
07/04/2022,22101199,Final,1610612750,1610612759,2021,1610612750,127,0.427,0.806,0.377,25,47,1610612759,121,0.483,0.735,0.357,31,45,1
07/04/2022,22101200,Final,1610612740,1610612757,2021,1610612740,127,0.473,0.839,0.351,31,49,1610612757,94,0.522,0.846,0.355,28,27,1
07/04/2022,22101201,Final,1610612743,1610612763,2021,1610612743,122,0.55,0.88,0.4,27,43,1610612763,109,0.472,0.737,0.393,30,34,1
07/04/2022,22101202,Final,1610612744,1610612747,2021,1610612744,128,0.526,1,0.5,39,45,1610612747,112,0.446,0.763,0.281,14,42,1
06/04/2022,22101190,Final,1610612765,1610612742,2021,1610612765,113,0.427,0.914,0.367,26,42,1610612742,131,0.563,0.765,0.455,28,41,0
06/04/2022,22101191,Final,1610612752,1610612751,2021,1610612752,98,0.386,0.583,0.342,22,42,1610612751,110,0.441,0.778,0.341,28,49,0
06/04/2022,22101192,Final,1610612737,1610612764,2021,1610612737,118,0.467,0.842,0.41,26,39,1610612764,103,0.488,0.818,0.286,26,44,1
06/04/2022,22101193,Final,1610612741,1610612738,2021,1610612741,94,0.438,0.739,0.304,19,40,1610612738,117,0.489,0.636,0.459,29,42,0
06/04/2022,22101194,Final,1610612762,1610612760,2021,1610612762,137,0.583,0.75,0.417,29,55,1610612760,101,0.411,0.647,0.432,27,32,1
06/04/2022,22101195,Final,1610612746,1610612756,2021,1610612746,113,0.44,0.795,0.353,20,55,1610612756,109,0.389,0.667,0.354,29,54,1
05/04/2022,22101178,Final,1610612754,1610612755,2021,1610612754,122,0.474,0.952,0.3,29,48,1610612755,131,0.54,0.778,0.575,34,36,0
05/04/2022,22101179,Final,1610612753,1610612739,2021,1610612753,120,0.505,0.667,0.457,31,43,1610612739,115,0.488,0.682,0.444,25,47,1
05/04/2022,22101180,Final,1610612751,1610612745,2021,1610612751,118,0.453,0.926,0.405,22,52,1610612745,105,0.404,0.56,0.256,18,48,1
05/04/2022,22101181,Final,1610612748,1610612766,2021,1610612748,144,0.571,0.862,0.548,29,41,1610612766,115,0.529,0.722,0.316,34,31,1
05/04/2022,22101182,Final,1610612761,1610612737,2021,1610612761,118,0.436,0.677,0.257,20,60,1610612737,108,0.457,0.667,0.378,31,43,1
05/04/2022,22101183,Final,1610612741,1610612749,2021,1610612741,106,0.429,1,0.273,22,42,1610612749,127,0.529,0.92,0.343,32,47,0
05/04/2022,22101184,Final,1610612750,1610612764,2021,1610612750,114,0.451,0.72,0.341,27,38,1610612764,132,0.554,0.5,0.433,38,52,0
05/04/2022,22101185,Final,1610612760,1610612757,2021,1610612760,98,0.481,0.5,0.31,15,47,1610612757,94,0.422,0.813,0.344,24,40,1
05/04/2022,22101186,Final,1610612743,1610612759,2021,1610612743,97,0.418,0.667,0.212,22,51,1610612759,116,0.494,0.667,0.462,31,48,0
05/04/2022,22101187,Final,1610612762,1610612763,2021,1610612762,121,0.417,0.674,0.316,23,61,1610612763,115,0.386,0.828,0.419,26,51,1
05/04/2022,22101188,Final,1610612758,1610612740,2021,1610612758,109,0.513,0.909,0.367,28,34,1610612740,123,0.511,0.808,0.48,26,44,0
05/04/2022,22101189,Final,1610612756,1610612747,2021,1610612756,121,0.49,0.778,0.359,38,53,1610612747,110,0.453,0.767,0.31,22,46,1
03/04/2022,22101166,Final,1610612738,1610612764,2021,1610612738,144,0.615,0.692,0.523,39,39,1610612764,102,0.463,0.9,0.381,21,32,1
03/04/2022,22101167,Final,1610612749,1610612742,2021,1610612749,112,0.442,0.722,0.375,25,36,1610612742,118,0.513,0.889,0.421,28,38,0
03/04/2022,22101168,Final,1610612747,1610612743,2021,1610612747,118,0.533,0.667,0.3,31,40,1610612743,129,0.573,0.793,0.387,33,38,0
03/04/2022,22101169,Final,1610612754,1610612765,2021,1610612754,117,0.479,0.789,0.316,33,58,1610612765,121,0.434,0.778,0.512,31,38,0
03/04/2022,22101170,Final,1610612739,1610612755,2021,1610612739,108,0.449,0.742,0.455,24,41,1610612755,112,0.413,0.833,0.355,23,50,0
03/04/2022,22101171,Final,1610612753,1610612752,2021,1610612753,88,0.353,0.593,0.273,18,40,1610612752,118,0.484,0.813,0.341,29,56,0
03/04/2022,22101172,Final,1610612761,1610612748,2021,1610612761,109,0.422,0.794,0.308,19,38,1610612748,114,0.519,0.636,0.474,30,38,0
03/04/2022,22101173,Final,1610612745,1610612750,2021,1610612745,132,0.565,0.69,0.4,28,36,1610612750,139,0.593,0.8,0.415,32,32,0
03/04/2022,22101174,Final,1610612760,1610612756,2021,1610612760,117,0.494,0.778,0.415,33,54,1610612756,96,0.416,0.882,0.184,22,33,1
03/04/2022,22101175,Final,1610612759,1610612757,2021,1610612759,113,0.452,0.767,0.333,25,51,1610612757,92,0.393,0.667,0.356,22,39,1
03/04/2022,22101176,Final,1610612758,1610612744,2021,1610612758,90,0.383,0.875,0.212,19,35,1610612744,109,0.519,0.733,0.471,29,47,0
03/04/2022,22101177,Final,1610612746,1610612740,2021,1610612746,119,0.474,0.8,0.477,33,41,1610612740,100,0.402,0.778,0.375,22,54,1
02/04/2022,22101161,Final,1610612755,1610612766,2021,1610612755,144,0.609,0.81,0.488,38,47,1610612766,114,0.483,0.792,0.367,34,32,1
02/04/2022,22101162,Final,1610612752,1610612739,2021,1610612752,101,0.403,0.765,0.433,19,35,1610612739,119,0.543,0.762,0.441,26,43,0
02/04/2022,22101163,Final,1610612737,1610612751,2021,1610612737,122,0.419,0.755,0.317,18,54,1610612751,115,0.424,0.737,0.459,17,52,1
02/04/2022,22101164,Final,1610612741,1610612748,2021,1610612741,109,0.43,0.897,0.265,21,39,1610612748,127,0.537,0.815,0.5,28,41,0
02/04/2022,22101165,Final,1610612744,1610612762,2021,1610612744,111,0.476,0.917,0.417,30,41,1610612762,107,0.427,0.727,0.326,19,47,1
01/04/2022,22101151,Final,1610612753,1610612761,2021,1610612753,89,0.43,0.909,0.314,24,45,1610612761,102,0.419,0.85,0.31,21,41,0
01/04/2022,22101152,Final,1610612764,1610612742,2021,1610612764,135,0.544,0.909,0.515,33,45,1610612742,103,0.436,0.923,0.289,14,36,1
01/04/2022,22101153,Final,1610612738,1610612754,2021,1610612738,128,0.542,0.929,0.364,29,40,1610612754,123,0.519,0.957,0.472,25,30,1
01/04/2022,22101154,Final,1610612745,1610612758,2021,1610612745,117,0.423,0.692,0.378,26,45,1610612758,122,0.519,0.765,0.429,29,47,0
01/04/2022,22101155,Final,1610612763,1610612756,2021,1610612763,122,0.451,0.821,0.292,30,48,1610612756,114,0.547,0.588,0.37,27,39,1
01/04/2022,22101156,Final,1610612749,1610612746,2021,1610612749,119,0.532,0.611,0.32,30,38,1610612746,153,0.609,0.75,0.535,34,36,0
01/04/2022,22101157,Final,1610612760,1610612765,2021,1610612760,101,0.429,0.621,0.324,24,54,1610612765,110,0.426,0.833,0.313,29,44,0
01/04/2022,22101158,Final,1610612759,1610612757,2021,1610612759,130,0.568,0.786,0.432,34,44,1610612757,111,0.446,0.7,0.429,27,42,1
01/04/2022,22101159,Final,1610612743,1610612750,2021,1610612743,130,0.535,0.897,0.343,36,44,1610612750,136,0.5,0.861,0.475,26,38,0
01/04/2022,22101160,Final,1610612747,1610612740,2021,1610612747,111,0.476,0.71,0.407,24,40,1610612740,114,0.519,0.862,0.269,23,37,0
31/03/2022,22101147,Final,1610612765,1610612755,2021,1610612765,102,0.5,0.667,0.286,26,38,1610612755,94,0.449,0.893,0.269,22,39,1
31/03/2022,22100452,Final,1610612737,1610612739,2021,1610612737,131,0.495,0.857,0.436,27,48,1610612739,107,0.433,0.786,0.233,19,47,1
31/03/2022,22101148,Final,1610612751,1610612749,2021,1610612751,119,0.464,0.688,0.486,31,41,1610612749,120,0.449,0.824,0.293,17,57,0
31/03/2022,22101149,Final,1610612741,1610612746,2021,1610612741,135,0.49,0.781,0.345,24,50,1610612746,130,0.5,0.923,0.444,26,40,1
31/03/2022,22101150,Final,1610612762,1610612747,2021,1610612762,122,0.511,0.625,0.341,25,41,1610612747,109,0.494,0.714,0.28,18,40,1
30/03/2022,22101136,Final,1610612739,1610612742,2021,1610612739,112,0.506,0.773,0.44,24,39,1610612742,120,0.523,0.8,0.381,28,38,0
30/03/2022,22101137,Final,1610612754,1610612743,2021,1610612754,118,0.454,0.783,0.3,29,37,1610612743,125,0.625,0.929,0.429,33,43,0
30/03/2022,22101138,Final,1610612764,1610612753,2021,1610612764,127,0.511,0.769,0.361,35,51,1610612753,110,0.417,0.864,0.324,21,42,1
30/03/2022,22101139,Final,1610612738,1610612748,2021,1610612738,98,0.412,0.739,0.297,27,44,1610612748,106,0.481,0.68,0.382,27,42,0
30/03/2022,22101140,Final,1610612752,1610612766,2021,1610612752,114,0.471,0.692,0.364,23,43,1610612766,125,0.544,0.882,0.343,39,40,0
30/03/2022,22101141,Final,1610612761,1610612750,2021,1610612761,125,0.5,0.733,0.5,32,47,1610612750,102,0.402,0.739,0.297,26,48,1
30/03/2022,22101142,Final,1610612745,1610612758,2021,1610612745,118,0.457,0.76,0.31,23,51,1610612758,121,0.463,0.722,0.269,21,44,0
30/03/2022,22101143,Final,1610612760,1610612737,2021,1610612760,118,0.471,0.704,0.415,31,42,1610612737,136,0.538,0.909,0.462,28,43,0
30/03/2022,22101144,Final,1610612759,1610612763,2021,1610612759,111,0.506,0.813,0.4,26,37,1610612763,112,0.484,0.727,0.41,26,40,0
30/03/2022,22101145,Final,1610612744,1610612756,2021,1610612744,103,0.422,0.8,0.342,26,48,1610612756,107,0.413,0.8,0.25,20,46,0
30/03/2022,22101146,Final,1610612757,1610612740,2021,1610612757,107,0.459,0.833,0.333,30,41,1610612740,117,0.513,0.795,0.25,26,40,0
